Country,Region,Sex,Year,Age_Group,Population
IT,Piemonte,Male,2022-01-01,20_24,104
IT,Piemonte,Female,2023-01-01,20_24,94
IT,Piemonte,Male,2023-01-01,20_24,105
IT,Puglia,Female,2021-01-01,20_24,102
IT,Puglia,Male,2021-01-01,20_24,111
IT,Puglia,Female,2022-01-01,20_24,101
IT,Puglia,Male,2022-01-01,20_24,110
IT,Puglia,Female,2023-01-01,20_24,101
IT,Puglia,Male,2023-01-01,20_24,109
IT,Sardegna,Female,2021-01-01,20_24,33
IT,Sardegna,Male,2021-01-01,20_24,36
IT,Sardegna,Female,2022-01-01,20_24,33
IT,Sardegna,Male,2022-01-01,20_24,36
IT,Sardegna,Female,2023-01-01,20_24,33
IT,Sardegna,Male,2023-01-01,20_24,36
IT,Sicilia,Female,2021-01-01,20_24,125
IT,Sicilia,Male,2021-01-01,20_24,136
IT,Sicilia,Female,2022-01-01,20_24,123
IT,Sicilia,Male,2022-01-01,20_24,135
IT,Sicilia,Female,2023-01-01,20_24,123
IT,Sicilia,Male,2023-01-01,20_24,134
IT,Toscana,Female,2021-01-01,20_24,80
IT,Toscana,Male,2021-01-01,20_24,89
IT,Toscana,Female,2022-01-01,20_24,78
IT,Toscana,Male,2022-01-01,20_24,87
IT,Toscana,Female,2023-01-01,20_24,79
IT,Toscana,Male,2023-01-01,20_24,88
IT,Trentino-Alto Adige/Südtirol,Female,2021-01-01,20_24,28
IT,Trentino-Alto Adige/Südtirol,Male,2021-01-01,20_24,31
IT,Trentino-Alto Adige/Südtirol,Female,2022-01-01,20_24,28
IT,Trentino-Alto Adige/Südtirol,Male,2022-01-01,20_24,30
IT,Trentino-Alto Adige/Südtirol,Female,2023-01-01,20_24,28
IT,Trentino-Alto Adige/Südtirol,Male,2023-01-01,20_24,30
IT,Umbria,Female,2021-01-01,20_24,19
IT,Umbria,Male,2021-01-01,20_24,20
IT,Umbria,Female,2022-01-01,20_24,18
IT,Umbria,Male,2022-01-01,20_24,20
IT,Umbria,Female,2023-01-01,20_24,18
IT,Umbria,Male,2023-01-01,20_24,20
IT,Valle d'Aosta/Vallée d'Aoste,Female,2021-01-01,20_24,2
IT,Valle d'Aosta/Vallée d'Aoste,Male,2021-01-01,20_24,3
IT,Valle d'Aosta/Vallée d'Aoste,Female,2022-01-01,20_24,2
IT,Valle d'Aosta/Vallée d'Aoste,Male,2022-01-01,20_24,3
IT,Valle d'Aosta/Vallée d'Aoste,Female,2023-01-01,20_24,2
IT,Valle d'Aosta/Vallée d'Aoste,Male,2023-01-01,20_24,3
IT,Veneto,Female,2021-01-01,20_24,115
IT,Veneto,Male,2021-01-01,20_24,126
IT,Veneto,Female,2022-01-01,20_24,114
IT,Veneto,Male,2022-01-01,20_24,124
IT,Veneto,Female,2023-01-01,20_24,115
IT,Veneto,Male,2023-01-01,20_24,125
ES,Andalucía,Male,2023-01-01,20_24,242
ES,Andalucía,Male,2022-01-01,20_24,237
ES,Andalucía,Male,2021-01-01,20_24,233
ES,Aragón,Male,2023-01-01,20_24,34
ES,Aragón,Male,2022-01-01,20_24,32
ES,Aragón,Male,2021-01-01,20_24,32
ES,Principado de Asturias,Male,2023-01-01,20_24,20
ES,Principado de Asturias,Male,2022-01-01,20_24,20
ES,Principado de Asturias,Male,2021-01-01,20_24,20
ES,Illes Balears,Male,2023-01-01,20_24,34
ES,Illes Balears,Male,2022-01-01,20_24,32
ES,Illes Balears,Male,2021-01-01,20_24,31
ES,Canarias,Male,2023-01-01,20_24,63
ES,Canarias,Male,2022-01-01,20_24,61
ES,Canarias,Male,2021-01-01,20_24,60
ES,Cantabria,Male,2023-01-01,20_24,14
ES,Cantabria,Male,2022-01-01,20_24,13
ES,Cantabria,Male,2021-01-01,20_24,13
ES,Castilla y León,Male,2023-01-01,20_24,54
ES,Castilla y León,Male,2022-01-01,20_24,53
ES,Castilla y León,Male,2021-01-01,20_24,53
ES,Castilla-La Mancha,Male,2023-01-01,20_24,58
ES,Castilla-La Mancha,Male,2022-01-01,20_24,57
ES,Castilla-La Mancha,Male,2021-01-01,20_24,56
ES,Cataluña/Catalunya,Male,2023-01-01,20_24,224
ES,Cataluña/Catalunya,Male,2022-01-01,20_24,212
ES,Cataluña/Catalunya,Male,2021-01-01,20_24,207
ES,Comunitat Valenciana,Male,2023-01-01,20_24,140
ES,Comunitat Valenciana,Male,2022-01-01,20_24,133
ES,Comunitat Valenciana,Male,2021-01-01,20_24,130
ES,Extremadura,Male,2023-01-01,20_24,28
ES,Extremadura,Male,2022-01-01,20_24,27
ES,Extremadura,Male,2021-01-01,20_24,27
ES,Galicia,Male,2023-01-01,20_24,59
ES,Galicia,Male,2022-01-01,20_24,57
ES,Galicia,Male,2021-01-01,20_24,56
ES,Comunidad de Madrid,Male,2023-01-01,20_24,191
ES,Comunidad de Madrid,Male,2022-01-01,20_24,180
ES,Comunidad de Madrid,Male,2021-01-01,20_24,173
ES,Región de Murcia,Male,2023-01-01,20_24,47
ES,Región de Murcia,Male,2022-01-01,20_24,46
ES,Región de Murcia,Male,2021-01-01,20_24,44
ES,Comunidad Foral de Navarra,Male,2023-01-01,20_24,19
ES,Comunidad Foral de Navarra,Male,2022-01-01,20_24,18
ES,Comunidad Foral de Navarra,Male,2021-01-01,20_24,17
ES,País Vasco/Euskadi,Male,2023-01-01,20_24,55
ES,País Vasco/Euskadi,Male,2022-01-01,20_24,53
ES,País Vasco/Euskadi,Male,2021-01-01,20_24,51
ES,La Rioja,Male,2023-01-01,20_24,8
ES,La Rioja,Male,2022-01-01,20_24,7
ES,La Rioja,Male,2021-01-01,20_24,7
ES,Ciudad Autónoma de Ceuta,Male,2023-01-01,20_24,1
ES,Ciudad Autónoma de Ceuta,Male,2022-01-01,20_24,3
ES,Ciudad Autónoma de Ceuta,Male,2021-01-01,20_24,3
ES,Ciudad Autónoma de Melilla,Male,2023-01-01,20_24,4
ES,Ciudad Autónoma de Melilla,Male,2022-01-01,20_24,2
ES,Ciudad Autónoma de Melilla,Male,2021-01-01,20_24,2
ES,Andalucía,Female,2023-01-01,20_24,226
ES,Andalucía,Female,2022-01-01,20_24,221
ES,Andalucía,Female,2021-01-01,20_24,218
ES,Aragón,Female,2023-01-01,20_24,32
ES,Aragón,Female,2022-01-01,20_24,31
ES,Aragón,Female,2021-01-01,20_24,30
ES,Principado de Asturias,Female,2023-01-01,20_24,19
ES,Principado de Asturias,Female,2022-01-01,20_24,19
ES,Principado de Asturias,Female,2021-01-01,20_24,18
ES,Illes Balears,Female,2023-01-01,20_24,33
ES,Illes Balears,Female,2022-01-01,20_24,31
ES,Illes Balears,Female,2021-01-01,20_24,30
ES,Canarias,Female,2023-01-01,20_24,62
ES,Canarias,Female,2022-01-01,20_24,60
ES,Canarias,Female,2021-01-01,20_24,60
ES,Cantabria,Female,2023-01-01,20_24,13
ES,Cantabria,Female,2022-01-01,20_24,12
ES,Cantabria,Female,2021-01-01,20_24,12
ES,Castilla y León,Female,2023-01-01,20_24,52
ES,Castilla y León,Female,2022-01-01,20_24,51
ES,Castilla y León,Female,2021-01-01,20_24,50
ES,Castilla-La Mancha,Female,2023-01-01,20_24,53
ES,Castilla-La Mancha,Female,2022-01-01,20_24,52
ES,Castilla-La Mancha,Female,2021-01-01,20_24,52
ES,Cataluña/Catalunya,Female,2023-01-01,20_24,208
ES,Cataluña/Catalunya,Female,2022-01-01,20_24,197
ES,Cataluña/Catalunya,Female,2021-01-01,20_24,192
ES,Comunitat Valenciana,Female,2023-01-01,20_24,133
ES,Comunitat Valenciana,Female,2022-01-01,20_24,126
ES,Comunitat Valenciana,Female,2021-01-01,20_24,123
ES,Extremadura,Female,2023-01-01,20_24,26
ES,Extremadura,Female,2022-01-01,20_24,26
ES,Extremadura,Female,2021-01-01,20_24,26
ES,Galicia,Female,2023-01-01,20_24,56
ES,Galicia,Female,2022-01-01,20_24,54
ES,Galicia,Female,2021-01-01,20_24,53
ES,Comunidad de Madrid,Female,2023-01-01,20_24,188
ES,Comunidad de Madrid,Female,2022-01-01,20_24,177
ES,Comunidad de Madrid,Female,2021-01-01,20_24,170
ES,Región de Murcia,Female,2023-01-01,20_24,43
ES,Región de Murcia,Female,2022-01-01,20_24,42
ES,Región de Murcia,Female,2021-01-01,20_24,41
ES,Comunidad Foral de Navarra,Female,2023-01-01,20_24,18
ES,Comunidad Foral de Navarra,Female,2022-01-01,20_24,17
ES,Comunidad Foral de Navarra,Female,2021-01-01,20_24,17
ES,País Vasco/Euskadi,Female,2023-01-01,20_24,52
ES,País Vasco/Euskadi,Female,2022-01-01,20_24,50
ES,País Vasco/Euskadi,Female,2021-01-01,20_24,49
ES,La Rioja,Female,2023-01-01,20_24,7
ES,La Rioja,Female,2022-01-01,20_24,7
ES,La Rioja,Female,2021-01-01,20_24,7
ES,Ciudad Autónoma de Ceuta,Female,2023-01-01,20_24,2
ES,Ciudad Autónoma de Ceuta,Female,2022-01-01,20_24,2
ES,Ciudad Autónoma de Ceuta,Female,2021-01-01,20_24,2
ES,Ciudad Autónoma de Melilla,Female,2023-01-01,20_24,3
ES,Ciudad Autónoma de Melilla,Female,2022-01-01,20_24,3
ES,Ciudad Autónoma de Melilla,Female,2021-01-01,20_24,2
IT,Abruzzo,Female,2021-01-01,25_34,65
IT,Abruzzo,Male,2021-01-01,25_34,69
IT,Abruzzo,Female,2022-01-01,25_34,64
IT,Abruzzo,Male,2022-01-01,25_34,68
IT,Abruzzo,Female,2023-01-01,25_34,63
IT,Abruzzo,Male,2023-01-01,25_34,67
IT,Basilicata,Female,2021-01-01,25_34,29
IT,Basilicata,Male,2021-01-01,25_34,31
IT,Basilicata,Female,2022-01-01,25_34,28
IT,Basilicata,Male,2022-01-01,25_34,31
IT,Basilicata,Female,2023-01-01,25_34,28
IT,Basilicata,Male,2023-01-01,25_34,31
IT,Calabria,Female,2021-01-01,25_34,106
IT,Calabria,Male,2021-01-01,25_34,108
IT,Calabria,Female,2022-01-01,25_34,103
IT,Calabria,Male,2022-01-01,25_34,107
IT,Calabria,Female,2023-01-01,25_34,100
IT,Calabria,Male,2023-01-01,25_34,105
IT,Campania,Female,2021-01-01,25_34,334
IT,Campania,Male,2021-01-01,25_34,338
IT,Campania,Female,2022-01-01,25_34,330
IT,Campania,Male,2022-01-01,25_34,337
IT,Campania,Female,2023-01-01,25_34,326
IT,Campania,Male,2023-01-01,25_34,333
IT,Emilia-Romagna,Female,2021-01-01,25_34,221
IT,Emilia-Romagna,Male,2021-01-01,25_34,233
IT,Emilia-Romagna,Female,2022-01-01,25_34,220
IT,Emilia-Romagna,Male,2022-01-01,25_34,232
IT,Emilia-Romagna,Female,2023-01-01,25_34,223
IT,Emilia-Romagna,Male,2023-01-01,25_34,238
IT,Friuli-Venezia Giulia,Female,2021-01-01,25_34,55
IT,Friuli-Venezia Giulia,Male,2021-01-01,25_34,59
IT,Friuli-Venezia Giulia,Female,2022-01-01,25_34,54
IT,Friuli-Venezia Giulia,Male,2022-01-01,25_34,59
IT,Friuli-Venezia Giulia,Female,2023-01-01,25_34,55
IT,Friuli-Venezia Giulia,Male,2023-01-01,25_34,60
IT,Lazio,Female,2021-01-01,25_34,292
IT,Lazio,Male,2021-01-01,25_34,304
IT,Lazio,Female,2022-01-01,25_34,287
IT,Lazio,Male,2022-01-01,25_34,302
IT,Lazio,Female,2023-01-01,25_34,286
IT,Lazio,Male,2023-01-01,25_34,304
IT,Liguria,Female,2021-01-01,25_34,68
IT,Liguria,Male,2021-01-01,25_34,72
IT,Liguria,Female,2022-01-01,25_34,67
IT,Liguria,Male,2022-01-01,25_34,73
IT,Liguria,Female,2023-01-01,25_34,69
IT,Liguria,Male,2023-01-01,25_34,74
IT,Lombardia,Female,2021-01-01,25_34,515
IT,Lombardia,Male,2021-01-01,25_34,537
IT,Lombardia,Female,2022-01-01,25_34,510
IT,Lombardia,Male,2022-01-01,25_34,534
IT,Lombardia,Female,2023-01-01,25_34,517
IT,Lombardia,Male,2023-01-01,25_34,545
IT,Marche,Female,2021-01-01,25_34,72
IT,Marche,Male,2021-01-01,25_34,77
IT,Marche,Female,2022-01-01,25_34,71
IT,Marche,Male,2022-01-01,25_34,76
IT,Marche,Female,2023-01-01,25_34,71
IT,Marche,Male,2023-01-01,25_34,77
IT,Molise,Female,2021-01-01,25_34,15
IT,Molise,Male,2021-01-01,25_34,16
IT,Molise,Female,2022-01-01,25_34,14
IT,Molise,Male,2022-01-01,25_34,16
IT,Molise,Female,2023-01-01,25_34,14
IT,Molise,Male,2023-01-01,25_34,16
IT,Piemonte,Female,2021-01-01,25_34,205
IT,Piemonte,Male,2021-01-01,25_34,217
IT,Piemonte,Female,2022-01-01,25_34,203
IT,Piemonte,Male,2022-01-01,25_34,217
IT,Piemonte,Female,2023-01-01,25_34,205
IT,Piemonte,Male,2023-01-01,25_34,222
IT,Puglia,Female,2021-01-01,25_34,212
IT,Puglia,Male,2021-01-01,25_34,221
IT,Puglia,Female,2022-01-01,25_34,210
IT,Puglia,Male,2022-01-01,25_34,219
IT,Puglia,Female,2023-01-01,25_34,206
IT,Puglia,Male,2023-01-01,25_34,217
IT,Sardegna,Female,2021-01-01,25_34,76
IT,Sardegna,Male,2021-01-01,25_34,80
IT,Sardegna,Female,2022-01-01,25_34,74
IT,Sardegna,Male,2022-01-01,25_34,80
IT,Sardegna,Female,2023-01-01,25_34,72
IT,Sardegna,Male,2023-01-01,25_34,78
IT,Sicilia,Female,2021-01-01,25_34,273
IT,Sicilia,Male,2021-01-01,25_34,278
IT,Sicilia,Female,2022-01-01,25_34,269
IT,Sicilia,Male,2022-01-01,25_34,277
IT,Sicilia,Female,2023-01-01,25_34,265
IT,Sicilia,Male,2023-01-01,25_34,274
IT,Toscana,Female,2021-01-01,25_34,177
IT,Toscana,Male,2021-01-01,25_34,185
IT,Toscana,Female,2022-01-01,25_34,174
IT,Toscana,Male,2022-01-01,25_34,182
IT,Toscana,Female,2023-01-01,25_34,174
IT,Toscana,Male,2023-01-01,25_34,184
IT,Trentino-Alto Adige/Südtirol,Female,2021-01-01,25_34,58
IT,Trentino-Alto Adige/Südtirol,Male,2021-01-01,25_34,61
IT,Trentino-Alto Adige/Südtirol,Female,2022-01-01,25_34,57
IT,Trentino-Alto Adige/Südtirol,Male,2022-01-01,25_34,61
IT,Trentino-Alto Adige/Südtirol,Female,2023-01-01,25_34,58
IT,Trentino-Alto Adige/Südtirol,Male,2023-01-01,25_34,62
IT,Umbria,Female,2021-01-01,25_34,41
IT,Umbria,Male,2021-01-01,25_34,43
IT,Umbria,Female,2022-01-01,25_34,40
IT,Umbria,Male,2022-01-01,25_34,42
IT,Umbria,Female,2023-01-01,25_34,40
IT,Umbria,Male,2023-01-01,25_34,43
IT,Valle d'Aosta/Vallée d'Aoste,Female,2021-01-01,25_34,5
IT,Valle d'Aosta/Vallée d'Aoste,Male,2021-01-01,25_34,6
IT,Valle d'Aosta/Vallée d'Aoste,Female,2022-01-01,25_34,5
IT,Valle d'Aosta/Vallée d'Aoste,Male,2022-01-01,25_34,6
IT,Valle d'Aosta/Vallée d'Aoste,Female,2023-01-01,25_34,5
IT,Valle d'Aosta/Vallée d'Aoste,Male,2023-01-01,25_34,6
IT,Veneto,Female,2021-01-01,25_34,241
IT,Veneto,Male,2021-01-01,25_34,254
IT,Veneto,Female,2022-01-01,25_34,239
IT,Veneto,Male,2022-01-01,25_34,252
IT,Veneto,Female,2023-01-01,25_34,241
IT,Veneto,Male,2023-01-01,25_34,256
ES,Andalucía,Male,2023-01-01,25_34,491
ES,Andalucía,Male,2022-01-01,25_34,489
ES,Andalucía,Male,2021-01-01,25_34,492
ES,Aragón,Male,2023-01-01,25_34,68
ES,Aragón,Male,2022-01-01,25_34,66
ES,Aragón,Male,2021-01-01,25_34,67
ES,Principado de Asturias,Male,2023-01-01,25_34,41
ES,Principado de Asturias,Male,2022-01-01,25_34,41
ES,Principado de Asturias,Male,2021-01-01,25_34,42
ES,Illes Balears,Male,2023-01-01,25_34,81
ES,Illes Balears,Male,2022-01-01,25_34,78
ES,Illes Balears,Male,2021-01-01,25_34,78
ES,Canarias,Male,2023-01-01,25_34,138
ES,Canarias,Male,2022-01-01,25_34,137
ES,Canarias,Male,2021-01-01,25_34,137
ES,Cantabria,Male,2023-01-01,25_34,27
ES,Cantabria,Male,2022-01-01,25_34,27
ES,Cantabria,Male,2021-01-01,25_34,27
ES,Castilla y León,Male,2023-01-01,25_34,110
ES,Castilla y León,Male,2022-01-01,25_34,110
ES,Castilla y León,Male,2021-01-01,25_34,111
ES,Castilla-La Mancha,Male,2023-01-01,25_34,118
ES,Castilla-La Mancha,Male,2022-01-01,25_34,117
ES,Castilla-La Mancha,Male,2021-01-01,25_34,117
ES,Cataluña/Catalunya,Male,2023-01-01,25_34,460
ES,Cataluña/Catalunya,Male,2022-01-01,25_34,439
ES,Cataluña/Catalunya,Male,2021-01-01,25_34,437
ES,Comunitat Valenciana,Male,2023-01-01,25_34,282
ES,Comunitat Valenciana,Male,2022-01-01,25_34,273
ES,Comunitat Valenciana,Male,2021-01-01,25_34,271
ES,Extremadura,Male,2023-01-01,25_34,57
ES,Extremadura,Male,2022-01-01,25_34,58
ES,Extremadura,Male,2021-01-01,25_34,60
ES,Galicia,Male,2023-01-01,25_34,124
ES,Galicia,Male,2022-01-01,25_34,125
ES,Galicia,Male,2021-01-01,25_34,126
ES,Comunidad de Madrid,Male,2023-01-01,25_34,413
ES,Comunidad de Madrid,Male,2022-01-01,25_34,393
ES,Comunidad de Madrid,Male,2021-01-01,25_34,386
ES,Región de Murcia,Male,2023-01-01,25_34,95
ES,Región de Murcia,Male,2022-01-01,25_34,93
ES,Región de Murcia,Male,2021-01-01,25_34,92
ES,Comunidad Foral de Navarra,Male,2023-01-01,25_34,36
ES,Comunidad Foral de Navarra,Male,2022-01-01,25_34,35
ES,Comunidad Foral de Navarra,Male,2021-01-01,25_34,34
ES,País Vasco/Euskadi,Male,2023-01-01,25_34,103
ES,País Vasco/Euskadi,Male,2022-01-01,25_34,101
ES,País Vasco/Euskadi,Male,2021-01-01,25_34,100
ES,La Rioja,Male,2023-01-01,25_34,15
ES,La Rioja,Male,2022-01-01,25_34,15
ES,La Rioja,Male,2021-01-01,25_34,15
ES,Ciudad Autónoma de Ceuta,Male,2023-01-01,25_34,4
ES,Ciudad Autónoma de Ceuta,Male,2022-01-01,25_34,5
ES,Ciudad Autónoma de Ceuta,Male,2021-01-01,25_34,5
ES,Ciudad Autónoma de Melilla,Male,2023-01-01,25_34,6
ES,Ciudad Autónoma de Melilla,Male,2022-01-01,25_34,5
ES,Ciudad Autónoma de Melilla,Male,2021-01-01,25_34,5
ES,Andalucía,Female,2023-01-01,25_34,475
ES,Andalucía,Female,2022-01-01,25_34,474
ES,Andalucía,Female,2021-01-01,25_34,479
ES,Aragón,Female,2023-01-01,25_34,66
ES,Aragón,Female,2022-01-01,25_34,65
ES,Aragón,Female,2021-01-01,25_34,66
ES,Principado de Asturias,Female,2023-01-01,25_34,41
ES,Principado de Asturias,Female,2022-01-01,25_34,41
ES,Principado de Asturias,Female,2021-01-01,25_34,42
ES,Illes Balears,Female,2023-01-01,25_34,81
ES,Illes Balears,Female,2022-01-01,25_34,79
ES,Illes Balears,Female,2021-01-01,25_34,79
ES,Canarias,Female,2023-01-01,25_34,142
ES,Canarias,Female,2022-01-01,25_34,140
ES,Canarias,Female,2021-01-01,25_34,140
ES,Cantabria,Female,2023-01-01,25_34,26
ES,Cantabria,Female,2022-01-01,25_34,26
ES,Cantabria,Female,2021-01-01,25_34,26
ES,Castilla y León,Female,2023-01-01,25_34,105
ES,Castilla y León,Female,2022-01-01,25_34,104
ES,Castilla y León,Female,2021-01-01,25_34,106
ES,Castilla-La Mancha,Female,2023-01-01,25_34,108
ES,Castilla-La Mancha,Female,2022-01-01,25_34,108
ES,Castilla-La Mancha,Female,2021-01-01,25_34,110
ES,Cataluña/Catalunya,Female,2023-01-01,25_34,452
ES,Cataluña/Catalunya,Female,2022-01-01,25_34,435
ES,Cataluña/Catalunya,Female,2021-01-01,25_34,435
ES,Comunitat Valenciana,Female,2023-01-01,25_34,277
ES,Comunitat Valenciana,Female,2022-01-01,25_34,268
ES,Comunitat Valenciana,Female,2021-01-01,25_34,266
ES,Extremadura,Female,2023-01-01,25_34,55
ES,Extremadura,Female,2022-01-01,25_34,56
ES,Extremadura,Female,2021-01-01,25_34,57
ES,Galicia,Female,2023-01-01,25_34,122
ES,Galicia,Female,2022-01-01,25_34,123
ES,Galicia,Female,2021-01-01,25_34,124
ES,Comunidad de Madrid,Female,2023-01-01,25_34,427
ES,Comunidad de Madrid,Female,2022-01-01,25_34,409
ES,Comunidad de Madrid,Female,2021-01-01,25_34,403
ES,Región de Murcia,Female,2023-01-01,25_34,88
ES,Región de Murcia,Female,2022-01-01,25_34,87
ES,Región de Murcia,Female,2021-01-01,25_34,87
ES,Comunidad Foral de Navarra,Female,2023-01-01,25_34,34
ES,Comunidad Foral de Navarra,Female,2022-01-01,25_34,34
ES,Comunidad Foral de Navarra,Female,2021-01-01,25_34,33
ES,País Vasco/Euskadi,Female,2023-01-01,25_34,103
ES,País Vasco/Euskadi,Female,2022-01-01,25_34,101
ES,País Vasco/Euskadi,Female,2021-01-01,25_34,101
ES,La Rioja,Female,2023-01-01,25_34,15
ES,La Rioja,Female,2022-01-01,25_34,15
ES,La Rioja,Female,2021-01-01,25_34,15
ES,Ciudad Autónoma de Ceuta,Female,2023-01-01,25_34,4
ES,Ciudad Autónoma de Ceuta,Female,2022-01-01,25_34,4
ES,Ciudad Autónoma de Ceuta,Female,2021-01-01,25_34,4
ES,Ciudad Autónoma de Melilla,Female,2023-01-01,25_34,6
ES,Ciudad Autónoma de Melilla,Female,2022-01-01,25_34,6
ES,Ciudad Autónoma de Melilla,Female,2021-01-01,25_34,6
IT,Abruzzo,Female,2021-01-01,35_44,80
IT,Abruzzo,Male,2021-01-01,35_44,82
IT,Abruzzo,Female,2022-01-01,35_44,78
IT,Abruzzo,Male,2022-01-01,35_44,80
IT,Abruzzo,Female,2023-01-01,35_44,77
IT,Abruzzo,Male,2023-01-01,35_44,78
IT,Basilicata,Female,2021-01-01,35_44,33
IT,Basilicata,Male,2021-01-01,35_44,34
IT,Basilicata,Female,2022-01-01,35_44,32
IT,Basilicata,Male,2022-01-01,35_44,33
IT,Basilicata,Female,2023-01-01,35_44,31
IT,Basilicata,Male,2023-01-01,35_44,32
IT,Calabria,Female,2021-01-01,35_44,119
IT,Calabria,Male,2021-01-01,35_44,118
IT,Calabria,Female,2022-01-01,35_44,116
IT,Calabria,Male,2022-01-01,35_44,117
IT,Calabria,Female,2023-01-01,35_44,114
IT,Calabria,Male,2023-01-01,35_44,116
IT,Campania,Female,2021-01-01,35_44,370
IT,Campania,Male,2021-01-01,35_44,365
IT,Campania,Female,2022-01-01,35_44,363
IT,Campania,Male,2022-01-01,35_44,361
IT,Campania,Female,2023-01-01,35_44,357
IT,Campania,Male,2023-01-01,35_44,356
IT,Emilia-Romagna,Female,2021-01-01,35_44,282
IT,Emilia-Romagna,Male,2021-01-01,35_44,283
IT,Emilia-Romagna,Female,2022-01-01,35_44,273
IT,Emilia-Romagna,Male,2022-01-01,35_44,274
IT,Emilia-Romagna,Female,2023-01-01,35_44,267
IT,Emilia-Romagna,Male,2023-01-01,35_44,268
IT,Friuli-Venezia Giulia,Female,2021-01-01,35_44,69
IT,Friuli-Venezia Giulia,Male,2021-01-01,35_44,72
IT,Friuli-Venezia Giulia,Female,2022-01-01,35_44,67
IT,Friuli-Venezia Giulia,Male,2022-01-01,35_44,69
IT,Friuli-Venezia Giulia,Female,2023-01-01,35_44,65
IT,Friuli-Venezia Giulia,Male,2023-01-01,35_44,68
IT,Lazio,Female,2021-01-01,35_44,383
IT,Lazio,Male,2021-01-01,35_44,376
IT,Lazio,Female,2022-01-01,35_44,369
IT,Lazio,Male,2022-01-01,35_44,368
IT,Lazio,Female,2023-01-01,35_44,362
IT,Lazio,Male,2023-01-01,35_44,362
IT,Liguria,Female,2021-01-01,35_44,82
IT,Liguria,Male,2021-01-01,35_44,82
IT,Liguria,Female,2022-01-01,35_44,79
IT,Liguria,Male,2022-01-01,35_44,80
IT,Liguria,Female,2023-01-01,35_44,77
IT,Liguria,Male,2023-01-01,35_44,79
IT,Lombardia,Female,2021-01-01,35_44,636
IT,Lombardia,Male,2021-01-01,35_44,653
IT,Lombardia,Female,2022-01-01,35_44,615
IT,Lombardia,Male,2022-01-01,35_44,632
IT,Lombardia,Female,2023-01-01,35_44,606
IT,Lombardia,Male,2023-01-01,35_44,621
IT,Marche,Female,2021-01-01,35_44,93
IT,Marche,Male,2021-01-01,35_44,93
IT,Marche,Female,2022-01-01,35_44,90
IT,Marche,Male,2022-01-01,35_44,90
IT,Marche,Female,2023-01-01,35_44,87
IT,Marche,Male,2023-01-01,35_44,88
IT,Molise,Female,2021-01-01,35_44,17
IT,Molise,Male,2021-01-01,35_44,18
IT,Molise,Female,2022-01-01,35_44,17
IT,Molise,Male,2022-01-01,35_44,17
IT,Molise,Female,2023-01-01,35_44,16
IT,Molise,Male,2023-01-01,35_44,17
IT,Piemonte,Female,2021-01-01,35_44,254
IT,Piemonte,Male,2021-01-01,35_44,254
IT,Piemonte,Female,2022-01-01,35_44,246
IT,Piemonte,Male,2022-01-01,35_44,248
IT,Piemonte,Female,2023-01-01,35_44,240
IT,Piemonte,Male,2023-01-01,35_44,242
IT,Puglia,Female,2021-01-01,35_44,252
IT,Puglia,Male,2021-01-01,35_44,248
IT,Puglia,Female,2022-01-01,35_44,245
IT,Puglia,Male,2022-01-01,35_44,242
IT,Puglia,Female,2023-01-01,35_44,239
IT,Puglia,Male,2023-01-01,35_44,237
IT,Sardegna,Female,2021-01-01,35_44,101
IT,Sardegna,Male,2021-01-01,35_44,103
IT,Sardegna,Female,2022-01-01,35_44,97
IT,Sardegna,Male,2022-01-01,35_44,101
IT,Sardegna,Female,2023-01-01,35_44,95
IT,Sardegna,Male,2023-01-01,35_44,97
IT,Sicilia,Female,2021-01-01,35_44,309
IT,Sicilia,Male,2021-01-01,35_44,303
IT,Sicilia,Female,2022-01-01,35_44,302
IT,Sicilia,Male,2022-01-01,35_44,301
IT,Sicilia,Female,2023-01-01,35_44,297
IT,Sicilia,Male,2023-01-01,35_44,296
IT,Toscana,Female,2021-01-01,35_44,230
IT,Toscana,Male,2021-01-01,35_44,227
IT,Toscana,Female,2022-01-01,35_44,220
IT,Toscana,Male,2022-01-01,35_44,218
IT,Toscana,Female,2023-01-01,35_44,216
IT,Toscana,Male,2023-01-01,35_44,213
IT,Trentino-Alto Adige/Südtirol,Female,2021-01-01,35_44,66
IT,Trentino-Alto Adige/Südtirol,Male,2021-01-01,35_44,67
IT,Trentino-Alto Adige/Südtirol,Female,2022-01-01,35_44,64
IT,Trentino-Alto Adige/Südtirol,Male,2022-01-01,35_44,65
IT,Trentino-Alto Adige/Südtirol,Female,2023-01-01,35_44,63
IT,Trentino-Alto Adige/Südtirol,Male,2023-01-01,35_44,64
IT,Umbria,Female,2021-01-01,35_44,54
IT,Umbria,Male,2021-01-01,35_44,53
IT,Umbria,Female,2022-01-01,35_44,52
IT,Umbria,Male,2022-01-01,35_44,51
IT,Umbria,Female,2023-01-01,35_44,51
IT,Umbria,Male,2023-01-01,35_44,50
IT,Valle d'Aosta/Vallée d'Aoste,Female,2021-01-01,35_44,7
IT,Valle d'Aosta/Vallée d'Aoste,Male,2021-01-01,35_44,7
IT,Valle d'Aosta/Vallée d'Aoste,Female,2022-01-01,35_44,7
IT,Valle d'Aosta/Vallée d'Aoste,Male,2022-01-01,35_44,7
IT,Valle d'Aosta/Vallée d'Aoste,Female,2023-01-01,35_44,6
