Country,Region,year,index,value
IT,Sardegna,2023-01-01,Secundary,5625.4
IT,Sicilia,2015-01-01,Secundary,12105.8
IT,Sicilia,2016-01-01,Secundary,11610.2
IT,Sicilia,2017-01-01,Secundary,11361.1
IT,Sicilia,2018-01-01,Secundary,11020.7
IT,Sicilia,2019-01-01,Secundary,10858.7
IT,Sicilia,2020-01-01,Secundary,8825.5
IT,Sicilia,2021-01-01,Secundary,10957.8
IT,Sicilia,2022-01-01,Secundary,13765.6
IT,Sicilia,2023-01-01,Secundary,13132.3
IT,Toscana,2015-01-01,Secundary,25321.8
IT,Toscana,2016-01-01,Secundary,25212.3
IT,Toscana,2017-01-01,Secundary,26675.5
IT,Toscana,2018-01-01,Secundary,27020.2
IT,Toscana,2019-01-01,Secundary,27480.8
IT,Toscana,2020-01-01,Secundary,23663.699999999997
IT,Toscana,2021-01-01,Secundary,27732.1
IT,Toscana,2022-01-01,Secundary,29689.5
IT,Toscana,2023-01-01,Secundary,29593.5
IT,Trentino-Alto Adige/Südtirol,2015-01-01,Secundary,8572.0
IT,Trentino-Alto Adige/Südtirol,2016-01-01,Secundary,8580.0
IT,Trentino-Alto Adige/Südtirol,2017-01-01,Secundary,9035.1
IT,Trentino-Alto Adige/Südtirol,2018-01-01,Secundary,9360.8
IT,Trentino-Alto Adige/Südtirol,2019-01-01,Secundary,9608.7
IT,Trentino-Alto Adige/Südtirol,2020-01-01,Secundary,8764.5
IT,Trentino-Alto Adige/Südtirol,2021-01-01,Secundary,9831.400000000001
IT,Trentino-Alto Adige/Südtirol,2022-01-01,Secundary,9746.5
IT,Trentino-Alto Adige/Südtirol,2023-01-01,Secundary,9842.6
IT,Umbria,2015-01-01,Secundary,4768.5
IT,Umbria,2016-01-01,Secundary,4709.3
IT,Umbria,2017-01-01,Secundary,4926.9
IT,Umbria,2018-01-01,Secundary,5106.8
IT,Umbria,2019-01-01,Secundary,5158.4
IT,Umbria,2020-01-01,Secundary,4473.9
IT,Umbria,2021-01-01,Secundary,5267.2
IT,Umbria,2022-01-01,Secundary,5258.700000000001
IT,Umbria,2023-01-01,Secundary,5784.4
IT,Valle d'Aosta/Vallée d'Aoste,2015-01-01,Secundary,845.1
IT,Valle d'Aosta/Vallée d'Aoste,2016-01-01,Secundary,725.7
IT,Valle d'Aosta/Vallée d'Aoste,2017-01-01,Secundary,817.0
IT,Valle d'Aosta/Vallée d'Aoste,2018-01-01,Secundary,842.6
IT,Valle d'Aosta/Vallée d'Aoste,2019-01-01,Secundary,836.0999999999999
IT,Valle d'Aosta/Vallée d'Aoste,2020-01-01,Secundary,738.0999999999999
IT,Valle d'Aosta/Vallée d'Aoste,2021-01-01,Secundary,911.4
IT,Valle d'Aosta/Vallée d'Aoste,2022-01-01,Secundary,881.4
IT,Valle d'Aosta/Vallée d'Aoste,2023-01-01,Secundary,854.4000000000001
IT,Veneto,2015-01-01,Secundary,43753.799999999996
IT,Veneto,2016-01-01,Secundary,44742.0
IT,Veneto,2017-01-01,Secundary,46671.6
IT,Veneto,2018-01-01,Secundary,47515.9
IT,Veneto,2019-01-01,Secundary,48665.6
IT,Veneto,2020-01-01,Secundary,43468.3
IT,Veneto,2021-01-01,Secundary,50266.3
IT,Veneto,2022-01-01,Secundary,51181.7
IT,Veneto,2023-01-01,Secundary,52026.8
ES,Andalucía,2015-01-01,Secundary,18715.218
ES,Andalucía,2016-01-01,Secundary,19305.964
ES,Andalucía,2017-01-01,Secundary,20481.135000000002
ES,Andalucía,2018-01-01,Secundary,20901.143
ES,Andalucía,2019-01-01,Secundary,22046.345999999998
ES,Andalucía,2020-01-01,Secundary,18934.994
ES,Andalucía,2021-01-01,Secundary,21005.919
ES,Andalucía,2022-01-01,Secundary,23420.311999999998
ES,Andalucía,2023-01-01,Secundary,24915.010000000002
ES,Andalucía,2024-01-01,Secundary,26799.046000000002
ES,Aragón,2015-01-01,Secundary,6950.555
ES,Aragón,2016-01-01,Secundary,7126.4710000000005
ES,Aragón,2017-01-01,Secundary,7508.108
ES,Aragón,2018-01-01,Secundary,7910.339999999999
ES,Aragón,2019-01-01,Secundary,8287.966
ES,Aragón,2020-01-01,Secundary,7616.241
ES,Aragón,2021-01-01,Secundary,8234.187
ES,Aragón,2022-01-01,Secundary,9040.08
ES,Aragón,2023-01-01,Secundary,9980.431
ES,Aragón,2024-01-01,Secundary,10567.547
ES,Canarias,2015-01-01,Secundary,3206.923
ES,Canarias,2016-01-01,Secundary,3367.442
ES,Canarias,2017-01-01,Secundary,3601.7110000000002
ES,Canarias,2018-01-01,Secundary,3715.9260000000004
ES,Canarias,2019-01-01,Secundary,4062.611
ES,Canarias,2020-01-01,Secundary,3503.565
ES,Canarias,2021-01-01,Secundary,3665.663
ES,Canarias,2022-01-01,Secundary,4048.997
ES,Canarias,2023-01-01,Secundary,4425.005
ES,Canarias,2024-01-01,Secundary,4712.862
ES,Cantabria,2015-01-01,Secundary,2638.562
ES,Cantabria,2016-01-01,Secundary,2708.846
ES,Cantabria,2017-01-01,Secundary,2897.6180000000004
ES,Cantabria,2018-01-01,Secundary,2962.509
ES,Cantabria,2019-01-01,Secundary,3112.57
ES,Cantabria,2020-01-01,Secundary,2825.876
ES,Cantabria,2021-01-01,Secundary,3127.4120000000003
ES,Cantabria,2022-01-01,Secundary,3482.4539999999997
ES,Cantabria,2023-01-01,Secundary,3719.022
ES,Cantabria,2024-01-01,Secundary,3853.84
ES,Castilla y León,2015-01-01,Secundary,10405.149000000001
ES,Castilla y León,2016-01-01,Secundary,10782.118
ES,Castilla y León,2017-01-01,Secundary,11428.541
ES,Castilla y León,2018-01-01,Secundary,11427.869
ES,Castilla y León,2019-01-01,Secundary,12030.037
ES,Castilla y León,2020-01-01,Secundary,11078.485
ES,Castilla y León,2021-01-01,Secundary,11951.831000000002
ES,Castilla y León,2022-01-01,Secundary,12653.58
ES,Castilla y León,2023-01-01,Secundary,14167.283000000001
ES,Castilla y León,2024-01-01,Secundary,14960.377
ES,Castilla-La Mancha,2015-01-01,Secundary,7163.96
ES,Castilla-La Mancha,2016-01-01,Secundary,7359.365
ES,Castilla-La Mancha,2017-01-01,Secundary,7763.793
ES,Castilla-La Mancha,2018-01-01,Secundary,7827.101
ES,Castilla-La Mancha,2019-01-01,Secundary,8407.395
ES,Castilla-La Mancha,2020-01-01,Secundary,7405.56
ES,Castilla-La Mancha,2021-01-01,Secundary,8350.313
ES,Castilla-La Mancha,2022-01-01,Secundary,9992.205
ES,Castilla-La Mancha,2023-01-01,Secundary,10553.442
ES,Castilla-La Mancha,2024-01-01,Secundary,11028.561000000002
ES,Cataluña/Catalunya,2015-01-01,Secundary,39977.634
ES,Cataluña/Catalunya,2016-01-01,Secundary,42214.708
ES,Cataluña/Catalunya,2017-01-01,Secundary,43806.772000000004
ES,Cataluña/Catalunya,2018-01-01,Secundary,44348.161
ES,Cataluña/Catalunya,2019-01-01,Secundary,45908.015
ES,Cataluña/Catalunya,2020-01-01,Secundary,41609.984
ES,Cataluña/Catalunya,2021-01-01,Secundary,46630.36
ES,Cataluña/Catalunya,2022-01-01,Secundary,48953.587
ES,Cataluña/Catalunya,2023-01-01,Secundary,53247.936
ES,Cataluña/Catalunya,2024-01-01,Secundary,56323.65700000001
ES,Ciudad Autónoma de Ceuta,2015-01-01,Secundary,93.035
ES,Ciudad Autónoma de Ceuta,2016-01-01,Secundary,97.036
ES,Ciudad Autónoma de Ceuta,2017-01-01,Secundary,98.608
ES,Ciudad Autónoma de Ceuta,2018-01-01,Secundary,102.029
ES,Ciudad Autónoma de Ceuta,2019-01-01,Secundary,108.274
ES,Ciudad Autónoma de Ceuta,2020-01-01,Secundary,93.357
ES,Ciudad Autónoma de Ceuta,2021-01-01,Secundary,99.608
ES,Ciudad Autónoma de Ceuta,2022-01-01,Secundary,109.733
ES,Ciudad Autónoma de Ceuta,2023-01-01,Secundary,116.644
ES,Ciudad Autónoma de Ceuta,2024-01-01,Secundary,120.90400000000001
ES,Ciudad Autónoma de Melilla,2015-01-01,Secundary,81.58
ES,Ciudad Autónoma de Melilla,2016-01-01,Secundary,86.386
ES,Ciudad Autónoma de Melilla,2017-01-01,Secundary,91.382
ES,Ciudad Autónoma de Melilla,2018-01-01,Secundary,93.30600000000001
ES,Ciudad Autónoma de Melilla,2019-01-01,Secundary,101.065
ES,Ciudad Autónoma de Melilla,2020-01-01,Secundary,87.241
ES,Ciudad Autónoma de Melilla,2021-01-01,Secundary,89.79
ES,Ciudad Autónoma de Melilla,2022-01-01,Secundary,95.971
ES,Ciudad Autónoma de Melilla,2023-01-01,Secundary,101.799
ES,Ciudad Autónoma de Melilla,2024-01-01,Secundary,105.962
ES,Comunidad Foral de Navarra,2015-01-01,Secundary,5321.086
ES,Comunidad Foral de Navarra,2016-01-01,Secundary,5363.152
ES,Comunidad Foral de Navarra,2017-01-01,Secundary,5642.198
ES,Comunidad Foral de Navarra,2018-01-01,Secundary,5746.322999999999
ES,Comunidad Foral de Navarra,2019-01-01,Secundary,6015.182000000001
ES,Comunidad Foral de Navarra,2020-01-01,Secundary,5471.592
ES,Comunidad Foral de Navarra,2021-01-01,Secundary,5915.0740000000005
ES,Comunidad Foral de Navarra,2022-01-01,Secundary,6396.024
ES,Comunidad Foral de Navarra,2023-01-01,Secundary,7114.272
ES,Comunidad Foral de Navarra,2024-01-01,Secundary,7562.742
ES,Comunidad de Madrid,2015-01-01,Secundary,20793.467
ES,Comunidad de Madrid,2016-01-01,Secundary,21207.682
ES,Comunidad de Madrid,2017-01-01,Secundary,21975.167999999998
ES,Comunidad de Madrid,2018-01-01,Secundary,22612.536999999997
ES,Comunidad de Madrid,2019-01-01,Secundary,24390.684
ES,Comunidad de Madrid,2020-01-01,Secundary,22106.818
ES,Comunidad de Madrid,2021-01-01,Secundary,23053.943
ES,Comunidad de Madrid,2022-01-01,Secundary,25142.461
ES,Comunidad de Madrid,2023-01-01,Secundary,27610.903
ES,Comunidad de Madrid,2024-01-01,Secundary,29363.489999999998
ES,Comunitat Valenciana,2015-01-01,Secundary,19506.192
ES,Comunitat Valenciana,2016-01-01,Secundary,20155.22
ES,Comunitat Valenciana,2017-01-01,Secundary,21620.525
ES,Comunitat Valenciana,2018-01-01,Secundary,22023.709
ES,Comunitat Valenciana,2019-01-01,Secundary,23181.533
ES,Comunitat Valenciana,2020-01-01,Secundary,20999.912
ES,Comunitat Valenciana,2021-01-01,Secundary,23207.287
ES,Comunitat Valenciana,2022-01-01,Secundary,25075.553
ES,Comunitat Valenciana,2023-01-01,Secundary,26896.823
ES,Comunitat Valenciana,2024-01-01,Secundary,27640.055
ES,Extremadura,2015-01-01,Secundary,2242.191
ES,Extremadura,2016-01-01,Secundary,2321.747
ES,Extremadura,2017-01-01,Secundary,2426.284
ES,Extremadura,2018-01-01,Secundary,2450.701
ES,Extremadura,2019-01-01,Secundary,2684.7380000000003
ES,Extremadura,2020-01-01,Secundary,2438.0730000000003
ES,Extremadura,2021-01-01,Secundary,2647.72
ES,Extremadura,2022-01-01,Secundary,2995.3
ES,Extremadura,2023-01-01,Secundary,3322.38
ES,Extremadura,2024-01-01,Secundary,3441.185
ES,Galicia,2015-01-01,Secundary,10675.147
ES,Galicia,2016-01-01,Secundary,10879.482
ES,Galicia,2017-01-01,Secundary,11579.204
ES,Galicia,2018-01-01,Secundary,11801.809000000001
ES,Galicia,2019-01-01,Secundary,12286.512999999999
ES,Galicia,2020-01-01,Secundary,11056.328
ES,Galicia,2021-01-01,Secundary,12127.760999999999
ES,Galicia,2022-01-01,Secundary,14232.402
ES,Galicia,2023-01-01,Secundary,15099.82
ES,Galicia,2024-01-01,Secundary,15795.56
ES,Illes Balears,2015-01-01,Secundary,2957.44
ES,Illes Balears,2016-01-01,Secundary,3161.555
ES,Illes Balears,2017-01-01,Secundary,3309.4610000000002
ES,Illes Balears,2018-01-01,Secundary,3368.185
ES,Illes Balears,2019-01-01,Secundary,3725.4030000000002
ES,Illes Balears,2020-01-01,Secundary,3274.545
ES,Illes Balears,2021-01-01,Secundary,3315.118
ES,Illes Balears,2022-01-01,Secundary,3716.2780000000002
ES,Illes Balears,2023-01-01,Secundary,4044.443
ES,Illes Balears,2024-01-01,Secundary,4262.32
ES,La Rioja,2015-01-01,Secundary,2165.885
ES,La Rioja,2016-01-01,Secundary,2216.986
ES,La Rioja,2017-01-01,Secundary,2219.1040000000003
ES,La Rioja,2018-01-01,Secundary,2184.875
ES,La Rioja,2019-01-01,Secundary,2248.112
ES,La Rioja,2020-01-01,Secundary,2034.23
ES,La Rioja,2021-01-01,Secundary,2129.1890000000003
ES,La Rioja,2022-01-01,Secundary,2302.6820000000002
ES,La Rioja,2023-01-01,Secundary,2579.771
ES,La Rioja,2024-01-01,Secundary,2717.7540000000004
ES,País Vasco/Euskadi,2015-01-01,Secundary,16429.805
ES,País Vasco/Euskadi,2016-01-01,Secundary,16815.165
ES,País Vasco/Euskadi,2017-01-01,Secundary,17645.851000000002
ES,País Vasco/Euskadi,2018-01-01,Secundary,18267.095
ES,País Vasco/Euskadi,2019-01-01,Secundary,18661.493000000002
ES,País Vasco/Euskadi,2020-01-01,Secundary,16355.970000000001
ES,País Vasco/Euskadi,2021-01-01,Secundary,18204.802
ES,País Vasco/Euskadi,2022-01-01,Secundary,20365.407
ES,País Vasco/Euskadi,2023-01-01,Secundary,21652.231
ES,País Vasco/Euskadi,2024-01-01,Secundary,22406.112999999998
ES,Principado de Asturias,2015-01-01,Secundary,3885.548
ES,Principado de Asturias,2016-01-01,Secundary,3959.642
ES,Principado de Asturias,2017-01-01,Secundary,4315.619000000001
ES,Principado de Asturias,2018-01-01,Secundary,4400.465
ES,Principado de Asturias,2019-01-01,Secundary,4468.159
ES,Principado de Asturias,2020-01-01,Secundary,3884.464
ES,Principado de Asturias,2021-01-01,Secundary,4616.2880000000005
ES,Principado de Asturias,2022-01-01,Secundary,5032.263
ES,Principado de Asturias,2023-01-01,Secundary,5490.616
ES,Principado de Asturias,2024-01-01,Secundary,5861.282999999999
ES,Región de Murcia,2015-01-01,Secundary,5446.623
ES,Región de Murcia,2016-01-01,Secundary,5611.033
ES,Región de Murcia,2017-01-01,Secundary,5864.918000000001
ES,Región de Murcia,2018-01-01,Secundary,5787.9169999999995
ES,Región de Murcia,2019-01-01,Secundary,6153.904
ES,Región de Murcia,2020-01-01,Secundary,5478.764999999999
ES,Región de Murcia,2021-01-01,Secundary,6237.735000000001
ES,Región de Murcia,2022-01-01,Secundary,7739.710999999999
ES,Región de Murcia,2023-01-01,Secundary,7801.169
ES,Región de Murcia,2024-01-01,Secundary,8215.742
IT,Abruzzo,2015-01-01,Tertiary,11194.199999999999
IT,Abruzzo,2016-01-01,Tertiary,11256.5
IT,Abruzzo,2017-01-01,Tertiary,11468.700000000003
IT,Abruzzo,2018-01-01,Tertiary,11644.099999999999
IT,Abruzzo,2019-01-01,Tertiary,11832.799999999997
IT,Abruzzo,2020-01-01,Tertiary,10599.899999999998
IT,Abruzzo,2021-01-01,Tertiary,11598.300000000001
IT,Abruzzo,2022-01-01,Tertiary,12293.5
IT,Abruzzo,2023-01-01,Tertiary,12246.999999999998
IT,Basilicata,2015-01-01,Tertiary,3469.9
IT,Basilicata,2016-01-01,Tertiary,3440.5
IT,Basilicata,2017-01-01,Tertiary,3551.6999999999994
IT,Basilicata,2018-01-01,Tertiary,3636.8000000000006
IT,Basilicata,2019-01-01,Tertiary,3761.9
IT,Basilicata,2020-01-01,Tertiary,3469.1
IT,Basilicata,2021-01-01,Tertiary,3713.4
IT,Basilicata,2022-01-01,Tertiary,3941.5
IT,Basilicata,2023-01-01,Tertiary,3839.7
IT,Calabria,2015-01-01,Tertiary,13229.699999999999
IT,Calabria,2016-01-01,Tertiary,13297.2
IT,Calabria,2017-01-01,Tertiary,13356.0
IT,Calabria,2018-01-01,Tertiary,13418.099999999999
IT,Calabria,2019-01-01,Tertiary,13570.100000000002
IT,Calabria,2020-01-01,Tertiary,12308.3
IT,Calabria,2021-01-01,Tertiary,13250.300000000003
IT,Calabria,2022-01-01,Tertiary,14043.300000000001
IT,Calabria,2023-01-01,Tertiary,14113.0
IT,Campania,2015-01-01,Tertiary,42114.99999999999
IT,Campania,2016-01-01,Tertiary,42445.799999999996
IT,Campania,2017-01-01,Tertiary,43257.6
IT,Campania,2018-01-01,Tertiary,43862.399999999994
IT,Campania,2019-01-01,Tertiary,44530.99999999999
IT,Campania,2020-01-01,Tertiary,39449.4
IT,Campania,2021-01-01,Tertiary,43292.4
IT,Campania,2022-01-01,Tertiary,47090.600000000006
IT,Campania,2023-01-01,Tertiary,47382.4
IT,Emilia-Romagna,2015-01-01,Tertiary,57101.49999999999
IT,Emilia-Romagna,2016-01-01,Tertiary,57830.5
IT,Emilia-Romagna,2017-01-01,Tertiary,59220.00000000001
IT,Emilia-Romagna,2018-01-01,Tertiary,59775.8
IT,Emilia-Romagna,2019-01-01,Tertiary,60322.00000000001
IT,Emilia-Romagna,2020-01-01,Tertiary,54372.4
IT,Emilia-Romagna,2021-01-01,Tertiary,59037.299999999996
IT,Emilia-Romagna,2022-01-01,Tertiary,61826.200000000004
IT,Emilia-Romagna,2023-01-01,Tertiary,61986.2
IT,Friuli-Venezia Giulia,2015-01-01,Tertiary,12621.900000000001
IT,Friuli-Venezia Giulia,2016-01-01,Tertiary,12387.1
IT,Friuli-Venezia Giulia,2017-01-01,Tertiary,12777.699999999997
IT,Friuli-Venezia Giulia,2018-01-01,Tertiary,12768.699999999999
IT,Friuli-Venezia Giulia,2019-01-01,Tertiary,13166.5
IT,Friuli-Venezia Giulia,2020-01-01,Tertiary,11938.599999999999
IT,Friuli-Venezia Giulia,2021-01-01,Tertiary,13196.3
IT,Friuli-Venezia Giulia,2022-01-01,Tertiary,13523.400000000001
IT,Friuli-Venezia Giulia,2023-01-01,Tertiary,13532.900000000003
IT,Lazio,2015-01-01,Tertiary,80664.90000000001
IT,Lazio,2016-01-01,Tertiary,83291.2
IT,Lazio,2017-01-01,Tertiary,85466.90000000001
IT,Lazio,2018-01-01,Tertiary,86471.7
IT,Lazio,2019-01-01,Tertiary,87808.09999999999
IT,Lazio,2020-01-01,Tertiary,77740.7
IT,Lazio,2021-01-01,Tertiary,84703.40000000001
IT,Lazio,2022-01-01,Tertiary,89460.2
IT,Lazio,2023-01-01,Tertiary,92894.99999999999
IT,Liguria,2015-01-01,Tertiary,21183.2
IT,Liguria,2016-01-01,Tertiary,21398.6
IT,Liguria,2017-01-01,Tertiary,21710.5
IT,Liguria,2018-01-01,Tertiary,21726.899999999998
IT,Liguria,2019-01-01,Tertiary,21573.800000000003
IT,Liguria,2020-01-01,Tertiary,18126.7
IT,Liguria,2021-01-01,Tertiary,19791.399999999998
IT,Liguria,2022-01-01,Tertiary,21764.7
IT,Liguria,2023-01-01,Tertiary,22658.0
IT,Lombardia,2015-01-01,Tertiary,148188.9
IT,Lombardia,2016-01-01,Tertiary,151168.9
IT,Lombardia,2017-01-01,Tertiary,156015.1
IT,Lombardia,2018-01-01,Tertiary,159403.2
IT,Lombardia,2019-01-01,Tertiary,161382.00000000003
IT,Lombardia,2020-01-01,Tertiary,148700.8
IT,Lombardia,2021-01-01,Tertiary,164500.5
IT,Lombardia,2022-01-01,Tertiary,174137.80000000002
IT,Lombardia,2023-01-01,Tertiary,172931.2
IT,Marche,2015-01-01,Tertiary,14191.9
IT,Marche,2016-01-01,Tertiary,14273.000000000002
IT,Marche,2017-01-01,Tertiary,14648.9
IT,Marche,2018-01-01,Tertiary,14844.7
IT,Marche,2019-01-01,Tertiary,15097.0
IT,Marche,2020-01-01,Tertiary,13521.3
IT,Marche,2021-01-01,Tertiary,14582.099999999999
IT,Marche,2022-01-01,Tertiary,15260.000000000002
IT,Marche,2023-01-01,Tertiary,15250.5
IT,Molise,2015-01-01,Tertiary,2177.9
IT,Molise,2016-01-01,Tertiary,2190.2
IT,Molise,2017-01-01,Tertiary,2251.2
IT,Molise,2018-01-01,Tertiary,2273.2
IT,Molise,2019-01-01,Tertiary,2292.5
IT,Molise,2020-01-01,Tertiary,2168.2
IT,Molise,2021-01-01,Tertiary,2291.1
IT,Molise,2022-01-01,Tertiary,2414.9
IT,Molise,2023-01-01,Tertiary,2386.4
IT,Piemonte,2015-01-01,Tertiary,48493.9
IT,Piemonte,2016-01-01,Tertiary,49092.00000000001
IT,Piemonte,2017-01-01,Tertiary,50808.5
IT,Piemonte,2018-01-01,Tertiary,50850.5
IT,Piemonte,2019-01-01,Tertiary,51137.4
IT,Piemonte,2020-01-01,Tertiary,45308.4
IT,Piemonte,2021-01-01,Tertiary,49301.6
IT,Piemonte,2022-01-01,Tertiary,52508.6
IT,Piemonte,2023-01-01,Tertiary,52499.19999999999
IT,Puglia,2015-01-01,Tertiary,28635.8
IT,Puglia,2016-01-01,Tertiary,28850.699999999997
IT,Puglia,2017-01-01,Tertiary,29363.7
IT,Puglia,2018-01-01,Tertiary,29837.899999999998
IT,Puglia,2019-01-01,Tertiary,30522.4
IT,Puglia,2020-01-01,Tertiary,27841.9
IT,Puglia,2021-01-01,Tertiary,30260.400000000005
IT,Puglia,2022-01-01,Tertiary,31832.8
IT,Puglia,2023-01-01,Tertiary,32189.600000000002
IT,Sardegna,2015-01-01,Tertiary,12912.1
IT,Sardegna,2016-01-01,Tertiary,12933.5
IT,Sardegna,2017-01-01,Tertiary,13253.5
IT,Sardegna,2018-01-01,Tertiary,13516.099999999999
IT,Sardegna,2019-01-01,Tertiary,13870.199999999999
IT,Sardegna,2020-01-01,Tertiary,12412.0
IT,Sardegna,2021-01-01,Tertiary,13772.4
IT,Sardegna,2022-01-01,Tertiary,14807.900000000001
IT,Sardegna,2023-01-01,Tertiary,14760.6
IT,Sicilia,2015-01-01,Tertiary,33504.3
IT,Sicilia,2016-01-01,Tertiary,34327.3
IT,Sicilia,2017-01-01,Tertiary,35001.5
IT,Sicilia,2018-01-01,Tertiary,35125.799999999996
IT,Sicilia,2019-01-01,Tertiary,35821.0
IT,Sicilia,2020-01-01,Tertiary,32471.700000000004
IT,Sicilia,2021-01-01,Tertiary,35275.700000000004
IT,Sicilia,2022-01-01,Tertiary,37503.5
IT,Sicilia,2023-01-01,Tertiary,38373.0
IT,Toscana,2015-01-01,Tertiary,44329.899999999994
IT,Toscana,2016-01-01,Tertiary,44864.4
IT,Toscana,2017-01-01,Tertiary,45136.399999999994
IT,Toscana,2018-01-01,Tertiary,45829.1
IT,Toscana,2019-01-01,Tertiary,49370.700000000004
IT,Toscana,2020-01-01,Tertiary,40244.299999999996
IT,Toscana,2021-01-01,Tertiary,44211.200000000004
IT,Toscana,2022-01-01,Tertiary,47641.200000000004
IT,Toscana,2023-01-01,Tertiary,48027.7
IT,Trentino-Alto Adige/Südtirol,2015-01-01,Tertiary,15902.900000000001
IT,Trentino-Alto Adige/Südtirol,2016-01-01,Tertiary,16339.500000000002
IT,Trentino-Alto Adige/Südtirol,2017-01-01,Tertiary,16739.300000000003
IT,Trentino-Alto Adige/Südtirol,2018-01-01,Tertiary,17397.0
IT,Trentino-Alto Adige/Südtirol,2019-01-01,Tertiary,17879.4
IT,Trentino-Alto Adige/Südtirol,2020-01-01,Tertiary,15791.100000000002
IT,Trentino-Alto Adige/Südtirol,2021-01-01,Tertiary,16956.2
IT,Trentino-Alto Adige/Südtirol,2022-01-01,Tertiary,19085.8
IT,Trentino-Alto Adige/Südtirol,2023-01-01,Tertiary,19251.1
IT,Umbria,2015-01-01,Tertiary,8159.399999999999
IT,Umbria,2016-01-01,Tertiary,8162.4
IT,Umbria,2017-01-01,Tertiary,8287.2
IT,Umbria,2018-01-01,Tertiary,8420.699999999999
IT,Umbria,2019-01-01,Tertiary,8469.9
IT,Umbria,2020-01-01,Tertiary,7536.6
IT,Umbria,2021-01-01,Tertiary,8179.4
IT,Umbria,2022-01-01,Tertiary,8720.2
IT,Umbria,2023-01-01,Tertiary,8742.600000000002
IT,Valle d'Aosta/Vallée d'Aoste,2015-01-01,Tertiary,1842.5
IT,Valle d'Aosta/Vallée d'Aoste,2016-01-01,Tertiary,1894.0
IT,Valle d'Aosta/Vallée d'Aoste,2017-01-01,Tertiary,1937.6
IT,Valle d'Aosta/Vallée d'Aoste,2018-01-01,Tertiary,1956.2999999999997
IT,Valle d'Aosta/Vallée d'Aoste,2019-01-01,Tertiary,1970.4
IT,Valle d'Aosta/Vallée d'Aoste,2020-01-01,Tertiary,1776.4999999999998
IT,Valle d'Aosta/Vallée d'Aoste,2021-01-01,Tertiary,1796.2
IT,Valle d'Aosta/Vallée d'Aoste,2022-01-01,Tertiary,1989.3
IT,Valle d'Aosta/Vallée d'Aoste,2023-01-01,Tertiary,2065.0
IT,Veneto,2015-01-01,Tertiary,58868.1
IT,Veneto,2016-01-01,Tertiary,60157.3
IT,Veneto,2017-01-01,Tertiary,61950.8
IT,Veneto,2018-01-01,Tertiary,61969.899999999994
IT,Veneto,2019-01-01,Tertiary,63143.19999999999
IT,Veneto,2020-01-01,Tertiary,54910.299999999996
IT,Veneto,2021-01-01,Tertiary,60188.700000000004
IT,Veneto,2022-01-01,Tertiary,64710.3
IT,Veneto,2023-01-01,Tertiary,64239.200000000004
ES,Andalucía,2015-01-01,Tertiary,51157.918
ES,Andalucía,2016-01-01,Tertiary,52398.622
ES,Andalucía,2017-01-01,Tertiary,54154.623999999996
ES,Andalucía,2018-01-01,Tertiary,55916.704
ES,Andalucía,2019-01-01,Tertiary,58123.59299999999
ES,Andalucía,2020-01-01,Tertiary,49942.113
ES,Andalucía,2021-01-01,Tertiary,55778.600999999995
ES,Andalucía,2022-01-01,Tertiary,63239.71799999999
ES,Andalucía,2023-01-01,Tertiary,70191.454
ES,Andalucía,2024-01-01,Tertiary,74937.951
ES,Aragón,2015-01-01,Tertiary,10178.198
ES,Aragón,2016-01-01,Tertiary,10418.849
ES,Aragón,2017-01-01,Tertiary,10778.55
ES,Aragón,2018-01-01,Tertiary,11107.335
ES,Aragón,2019-01-01,Tertiary,11400.214
ES,Aragón,2020-01-01,Tertiary,10128.458999999999
ES,Aragón,2021-01-01,Tertiary,11143.098
ES,Aragón,2022-01-01,Tertiary,12390.681
ES,Aragón,2023-01-01,Tertiary,13631.74
ES,Aragón,2024-01-01,Tertiary,14369.902
ES,Canarias,2015-01-01,Tertiary,18737.482
ES,Canarias,2016-01-01,Tertiary,19489.981
ES,Canarias,2017-01-01,Tertiary,20623.456
ES,Canarias,2018-01-01,Tertiary,21280.005
ES,Canarias,2019-01-01,Tertiary,21571.057
ES,Canarias,2020-01-01,Tertiary,15549.902
ES,Canarias,2021-01-01,Tertiary,18004.399999999998
ES,Canarias,2022-01-01,Tertiary,21901.032
ES,Canarias,2023-01-01,Tertiary,24677.237
ES,Canarias,2024-01-01,Tertiary,26733.83
ES,Cantabria,2015-01-01,Tertiary,4315.982
ES,Cantabria,2016-01-01,Tertiary,4393.084
ES,Cantabria,2017-01-01,Tertiary,4531.848
ES,Cantabria,2018-01-01,Tertiary,4676.206
ES,Cantabria,2019-01-01,Tertiary,4811.222
ES,Cantabria,2020-01-01,Tertiary,4201.871999999999
ES,Cantabria,2021-01-01,Tertiary,4624.186
ES,Cantabria,2022-01-01,Tertiary,5154.604
ES,Cantabria,2023-01-01,Tertiary,5700.86
ES,Cantabria,2024-01-01,Tertiary,6095.276
ES,Castilla y León,2015-01-01,Tertiary,15784.104
ES,Castilla y León,2016-01-01,Tertiary,16316.614000000001
ES,Castilla y León,2017-01-01,Tertiary,16927.347
ES,Castilla y León,2018-01-01,Tertiary,17301.141
ES,Castilla y León,2019-01-01,Tertiary,17671.792
ES,Castilla y León,2020-01-01,Tertiary,15311.042000000001
ES,Castilla y León,2021-01-01,Tertiary,16876.934999999998
